作品名称,女女关系层级,百合归档结论,女女恋爱位置,女女关系最高明确度,关系构成,身份依据类型,官方字面百合／GL,官方女女恋爱表述,官方来源层级,官方来源位置,阅读层级,男性恋爱线,内容提示,Bangumi 条目状态,Bangumi Rank,Bangumi 百合标记比例,Bangumi 维基百合公共标签,Anime-Planet GL 标签,AniList Yuri 相关度,MyAnimeList Girls Love 标签
虹四动画 第二季,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,出版渠道、故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,短篇喜剧把亲密互动压缩成笑点；第 2 话的共伞与信件有浪漫读法；第 1、6、11 话的胜利之路是幻想层。,有可对应条目,4215,0.08087091757387248,有,无,0,无
若叶女孩,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,HTML 元数据、可见宣传,正篇事实／强推断／读者解读,副线,泳装与身材笑料、性别气质和选美笑话、BL 游戏话题、轻微夸张喜剧。,有可对应条目,4231,0.10176991150442478,有,无,0,无
SHOW BY ROCK!! STARS!!,主线,文类内百合,局部,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,奇幻袭击、误判与拘押、竞赛和演出压力、家庭紧急情况、公共冲突与音乐都市危机。,有可对应条目,4265,0.11533888228299644,有,无,40,无
心跳！光之美少女,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,是,范围内版本,故事／角色页,正篇事实／强推断／读者解读,副线,幻想战斗与受伤、未成年角色遇险、情绪操控与独占、记忆操控、家庭分离与告别、局部异性恋爱支线。,有可对应条目,4289,0.07823529411764706,无,无,79,无
D4DJ First Mix,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,学业与舞台压力、家庭规划限制、成员短暂失和、住宿与洗浴笑料、竞演焦虑,有可对应条目,4290,0.06689419795221843,有,无,0,无
呼唤少女特别篇 想做的事到底是什么,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本、原作,可见宣传,正篇事实＋强推断,无,身体部位特写、按摩与拉伸、轻度性意味和搭讪玩笑；结尾开启后续悬念。,有可对应条目,4308,0.06789890607317993,无,无可对应条目,0,有
BanG Dream! Episode of Roselia Ⅱ : Song I am.,主线,文类内百合,局部,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,出版渠道、故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,竞赛压力、团队焦虑与意见分歧；局部直接爱意表达的关系语境与相互性未确认恋爱。,有可对应条目,4355,0.04529342260732572,无,无,0,无
选择感染者WIXOSS,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,访谈／评论、故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线,高压许愿游戏、心理痛苦与绝望、记忆丧失和社交隔离、霸凌与公开羞辱、身体／身份置换、近亲恋爱欲望、暴力与自我危险。,有可对应条目,4410,0.08271604938271605,有,无,0,无
少女爱上姐姐,重要副线,文类外百合阅读,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实＋读者解读,主导,性别隐瞒与女装、由隐瞒形成的恋爱张力、台词提及舞台／意外亲密接触、抢劫与暴力威胁、死亡与幽灵角色。,有可对应条目,4418,0.08023009385407205,有,无,20,无
动作女主 水果应援团,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页,正篇事实／强推断／读者解读,无,舞台事故风险、自我否定、团队争执、自然灾害与交通危机,有可对应条目,4438,0.07783018867924528,有,无,0,无
萤子,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线,18 禁成人内容、亲属关系、操纵、性暴力与同意状态复杂、邪教献祭、血腥恐怖和身体伤害,有可对应条目,4476,0.10362173038229376,有,无可对应条目,60,无
迷你百合,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,是,所核未见,范围内版本,可见宣传,正篇事实／强推断,无,短篇喜剧、单向爱意、占有性笑料、接吻话题、性化鞭打玩笑、身体笑料与推理式假伤害。,有可对应条目,4486,0.11843711843711843,有,有,79,有
怪兽娘（黑）～奥特怪兽拟人化计划～,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,怪兽拟人化、变身、超能力失控、侵略计划、阵营战斗与城市危机。,有可对应条目,4487,0.07432432432432433,无,无,0,无
稻荷恋之歌,主线,文类外百合阅读,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,相邻版本、范围内版本,出版渠道、故事／角色页、可见宣传,正篇事实／强推断／读者解读,主导,单恋受挫、嫉妒、排斥、关系隐瞒、超自然力量失控与消失风险,有可对应条目,4508,0.018301731244847484,有,无,0,无
超次元游戏 海王星,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,可见宣传,正篇事实＋读者解读,副线,战斗、囚禁与人身威胁；成人向裸露／泳装、越界身体笑料及单向追求笑料。,有可对应条目,4531,0.07453837032017618,有,无,0,无
红壳的潘多拉,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,出版渠道、故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,全身义体、武装机器人、爆炸与动作暴力、身体与性暗示笑料。,有可对应条目,4570,0.0967741935483871,有,无,78,无
邪神与厨二病少女 X,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,肢解、酷刑、出血与再生、强制召唤、谋杀企图、绑架／占有、债务和经济剥削、裸露与性化笑点。,有可对应条目,4577,0.060207380978927416,有,无,10,无
女恶魔人,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线,怪物暴力、血腥与死亡；绑架、囚禁、机构控制、药物致昏迷、束缚、难以行使同意时的性化触碰、裸体、性暴力威胁、心理胁迫、丧亲与绝望。,有可对应条目,4581,0.07547169811320754,有,无,0,无
D4DJ All Mix,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,服务义务、地区活动与舞台压力、创作分歧、合宿和温泉情境,有可对应条目,4592,0.07662463627546072,有,无,0,无
LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,出版渠道、可见宣传,正篇事实＋强推断＋读者解读,副线,毕业与团体分离、三年级成员失联、家庭安排婚姻的压力、离别和重聚。,有可对应条目,4597,0.04216660953033939,无,无,0,无
在地下城寻求邂逅是否搞错了什么 外传 剑姬神圣谭,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,HTML 元数据、故事／角色页,正篇事实＋强推断＋读者解读,副线,地下城战斗、怪物袭击、伤亡危险、谋杀未遂、身体笑料、单向理想化与嫉妒。,有可对应条目,4606,0.017514913060033,无,无,0,无
一个人的○○小日子,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页,正篇事实＋读者解读,无,严重社交焦虑与回避、紧张引发呕吐或倒下的笑料、幼驯染以绝交为条件的约定、反复害怕被朋友抛下、校园出丑与摔倒、因外貌而令人畏惧的教师。,有可对应条目,4615,0.09602548543689321,有,无,0,无
NULL & PETA,主线,文类内百合,缺席,非恋爱,单一主要关系记录,范围内没有性取向身份依据,所核未见,所核未见,企划、范围内版本,访谈／评论、故事／角色页、可见宣传,正篇事实＋强推断＋读者解读,无,儿童交通事故与昏迷、误认姐姐死亡、孤独与虚拟世界不安、学校回避、科幻喜剧暴力。,有可对应条目,4625,0.07943625880845612,有,无,0,无
高校舰队 OVA,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,出版渠道、可见宣传,正篇事实／强推断／读者解读,无,校园军事训练与舰艇背景、旧船受损、班级解散传闻、分离焦虑、密令与请愿压力、喜剧性夸张。,有可对应条目,4641,0.11116829644879053,有,无,0,无
小林家的龙女仆 怕寂寞的龙,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,出版渠道、可见宣传,正篇事实／强推断／读者解读,无,家庭分离、亲子关系破裂、龙族战争、战斗、儿童角色卷入危险、性化笑料与暗示性对白。,有可对应条目,4648,0.036968954248366014,无,有,46,无
爆裂天使,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页,正篇事实／强推断／读者解读,无,枪战、爆炸、绑架与拘束、人体实验、政治暴力、未成年人反复置于危险中。,有可对应条目,4660,0.11976047904191617,有,无,56,无
虎子,主线,文类内百合,局部,明确女女恋爱欲望,多组异质关系,明确身份自述,所核未见,所核未见,范围内版本,故事／角色页,正篇事实／强推断／读者解读,副线,肢体恶作剧、外貌与摄影笑料、学生角色间性玩笑与意外亲吻、单向男性恋爱笑料、家庭冲突与离家情节,有可对应条目,4663,0.10636442894507411,有,无,0,无
Happy Sugar Life,主线,文类内百合,主线,明确女女交往关系,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实,副线,高中生与年幼儿童的恋爱化关系、诱拐与对外隔绝、家庭暴力与遗弃、勒索和操纵、跟踪、肢体伤害、杀人和尸体处理、纵火、性暴力及对未成年人的性化欲望、共同赴死提议、死亡。,有可对应条目,4676,0.15404467384533238,有,有,66,有
白沙的水族馆,主线,文类内百合,缺席,非恋爱,单一主要关系记录,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,可见宣传,正篇事实／强推断／读者解读,无,童年丧亲与哀伤、失去居所与水族馆闭馆、职业挫败与工作压力、家人疾病住院、孤立与情绪困扰、饮酒。,有可对应条目,4705,0.06974959224791327,有,无,66,无
